CTRL_1	CTRL_2	CTRL_3	CTRL_4	R1881_1	R1881_2	R1881_3	R1881_4	Enza_1	Enza_2	Enza_3	Enza_4	C6_1	C6_2	C6_3	C6_4	Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description
NaN	NaN	23.4298191070557	23.2419090270996	23.5285034179688	23.5754241943359	23.4922828674316	23.2534961700439	23.2820663452148	23.2678527832031	NaN	23.310079574585	23.5165309906006	23.5285034179688	23.310079574585	23.234619140625	P18564	P18564	ITB6_HUMAN	ITGB6	Integrin beta-6
23.7895488739014	23.6757297515869	23.5044574737549	23.8670291900635	23.7181644439697	23.5869197845459	23.6208686828613	23.7795658111572	23.4676208496094	23.5403785705566	23.8480453491211	23.7076721191406	23.5983257293701	23.5521545410156	23.4676208496094	23.5521545410156	P18583	P18583	SON_HUMAN	SON	Protein SON
21.7915382385254	21.7634449005127	21.8913383483887	21.8268718719482	21.7835674285889	21.8537654876709	21.8613586425781	21.8112735748291	21.6800289154053	21.7389240264893	21.7471446990967	21.7715282440186	21.8268718719482	21.8726749420166	21.865140914917	21.7181644439697	P18615	P18615	NELFE_HUMAN	NELFE	Negative elongation factor E
26.5314807891846	26.5195331573486	26.5029411315918	26.6864566802979	26.6458148956299	26.5897808074951	26.5652904510498	26.6458148956299	26.7129287719727	26.6730346679688	26.5754241943359	26.6039943695068	26.5710906982422	26.6039943695068	26.6180686950684	26.6864566802979	P18621	P18621	RL17_HUMAN	RPL17	60S ribosomal protein L17
27.4472675323486	27.4938106536865	27.611047744751	27.5314807891846	27.5826206207275	27.6458148956299	27.6389274597168	27.5897808074951	27.6594886779785	27.6997528076172	27.5462779998779	27.6389274597168	27.611047744751	27.6389274597168	27.6180686950684	27.6594886779785	P18669	P18669;P15259	PGAM1_HUMAN	PGAM1	Phosphoglycerate mutase 1
25.1718826293945	25.1292762756348	24.9976577758789	25.4073028564453	25.1983547210693	25.1410217285156	25.0484313964844	25.2353496551514	25.2534961700439	25.1487998962402	25.4202117919922	25.2132663726807	25.1371173858643	25.1014938354492	25.2206649780273	25.2820663452148	P18754	P18754	RCC1_HUMAN	RCC1	Regulator of chromosome condensation
22.6208686828613	22.7389240264893	22.4996013641357	22.9351711273193	21.7674922943115	21.4221382141113	22.0886116027832	22.6253337860107	21.2534961700439	22.3910007476807	22.5068817138672	22.865140914917	22.2331562042236	21.8689136505127	21.9097633361816	22.4144172668457	P18827	P18827	SDC1_HUMAN	SDC1	Syndecan-1
17.991283416748	17.7822246551514	16.5242977142334	NaN	18.5974311828613	17.1838188171387	NaN	17.359260559082	NaN	NaN	NaN	17.5638523101807	17.6353988647461	17.16819190979	NaN	NaN	P18850	P18850	ATF6A_HUMAN	ATF6	Cyclic AMP-dependent transcription factor ATF-6 alpha
20.8499546051025	20.924337387085	21.0690727233887	21.1456928253174	20.8346061706543	20.8575687408447	20.9950714111328	21.287712097168	21.0821285247803	21.2534961700439	21.1078910827637	21.176456451416	20.9024219512939	21.0156326293945	21.2065753936768	21.287712097168	P18858	P18858	DNLI1_HUMAN	LIG1	DNA ligase 1
23.7895488739014	23.8764266967773	23.7593879699707	23.7076721191406	24.0019588470459	23.8190937042236	23.8190937042236	23.7895488739014	23.8190937042236	23.7389240264893	23.9134216308594	23.8480453491211	23.931568145752	23.8384590148926	23.9583683013916	23.7491912841797	P18859	P18859	ATP5J_HUMAN	ATP5PF	ATP synthase-coupling factor 6, mitochondrial
21.4014549255371	21.4272632598877	21.3321056365967	21.4374599456787	21.3211345672607	21.2302265167236	21.2534961700439	21.3857440948486	21.3211345672607	21.3645286560059	21.3375606536865	21.4526195526123	21.3045215606689	21.176456451416	21.4169960021973	21.3156185150146	P18887	P18887	XRCC1_HUMAN	XRCC1	DNA repair protein XRCC1
19.5526103973389	19.4930820465088	19.3987617492676	19.7244186401367	19.4921989440918	19.3517150878906	19.4923343658447	19.2451171875	19.4494915008545	19.3679962158203	19.5430889129639	19.2316799163818	19.5980987548828	19.7076320648193	19.5614738464355	19.6384754180908	P19121	P19121	ALBU_CHICK	ALB	Serum albumin
21.977710723877	21.9916152954102	21.924337387085	21.8575687408447	21.8839015960693	21.8384590148926	22.0392570495605	21.9565982818604	21.8876247406006	22.1487998962402	21.9459247589111	22.0122261047363	21.9423484802246	22.0019588470459	22.1703548431396	22.0359058380127	P19174	P19174	PLCG1_HUMAN	PLCG1	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1
19.9280910491943	19.3056240081787	19.048885345459	NaN	19.5317039489746	19.4923419952393	19.5108032226563	20.0821285247803	19.3217620849609	NaN	18.9588279724121	19.2305297851563	18.649393081665	19.2263813018799	NaN	NaN	P19256	P19256	LFA3_HUMAN	CD58	Lymphocyte function-associated antigen 3
27.9759635925293	27.9539356231689	27.8915710449219	28.0296001434326	28.0243263244629	28.0659942626953	27.9976577758789	28.0659942626953	28.1458873748779	28.0556907653809	28.0659942626953	28.0083847045898	27.9868507385254	27.9922637939453	28.0137176513672	28.1263256072998	P19338	P19338	NUCL_HUMAN	NCL	Nucleolin
25.2353496551514	25.1410217285156	25.0608520507813	25.1213932037354	25.1946029663086	25.1449165344238	25.1410217285156	25.1014938354492	25.249885559082	25.0400924682617	25.1487998962402	25.0731639862061	25.1642284393311	25.1332015991211	25.1054954528809	25.1213932037354	P19367	P19367	HXK1_HUMAN	HK1	Hexokinase-1
24.7542991638184	24.6864566802979	24.5926342010498	24.6649227142334	24.6540336608887	24.632007598877	24.60964012146	24.581184387207	24.6917896270752	24.5105075836182	24.6430625915527	24.5869197845459	24.6540336608887	24.6152648925781	24.5869197845459	24.581184387207	P19367;P52789	P52789;P19367	HXK1_HUMAN;HXK2_HUMAN	HK1;HK2	Hexokinase-1
22.8987369537354	22.9985179901123	22.7034549713135	22.9512710571289	23.0641460418701	23.0934562683105	23.0053882598877	22.9933452606201	22.8210430145264	22.8968906402588	23.0821285247803	22.9423484802246	22.8950424194336	22.8764266967773	22.8461322784424	22.7076721191406	P19387	P19387	RPB3_HUMAN	POLR2C	DNA-directed RNA polymerase II subunit RPB3
23.0224227905273	22.9097633361816	22.8442192077637	23.1206016540527	23.0207271575928	22.9898853302002	22.8442192077637	23.0392570495605	22.8034114837646	22.7285823822021	22.9583683013916	23.0723476409912	22.9583683013916	22.9423484802246	22.6821746826172	22.9477081298828	P19388	P19388	RPAB1_HUMAN	POLR2E	DNA-directed RNA polymerases I, II, and III subunit RPABC1
24.1253395080566	24.0853748321533	24.1094856262207	24.1332015991211	24.0853748321533	24.01051902771	24.0934562683105	24.1410217285156	23.8764266967773	23.7795658111572	24.0608520507813	24.0934562683105	24.01051902771	24.052583694458	23.7389240264893	23.8288097381592	P19404	P19404	NDUV2_HUMAN	NDUFV2	NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial
21.5777320861816	21.3910007476807	21.1642284393311	21.4118328094482	21.4169960021973	21.2649917602539	21.2534961700439	21.5638370513916	21.2125244140625	21.5213317871094	21.4725875854492	21.4526195526123	21.5165309906006	21.3266315460205	21.632007598877	21.1885795593262	P19447	P19447	ERCC3_HUMAN	ERCC3	General transcription and DNA repair factor IIH helicase subunit XPB
19.3544006347656	19.3823108673096	19.2851657867432	18.8625431060791	NaN	17.8273620605469	NaN	NaN	NaN	NaN	NaN	NaN	19.0138206481934	NaN	NaN	NaN	P19474	P19474	RO52_HUMAN	TRIM21	E3 ubiquitin-protein ligase TRIM21
22.5869197845459	22.5498065948486	22.559175491333	22.566162109375	22.566162109375	22.4725875854492	22.5427417755127	22.5308856964111	22.5544986724854	22.5568389892578	22.566162109375	22.5800342559814	22.5544986724854	22.5451011657715	22.5731143951416	22.6408596038818	P19525	P19525	E2AK2_HUMAN	EIF2AK2	Interferon-induced, double-stranded RNA-activated protein kinase
25.7389240264893	25.8528137207031	25.8599395751953	25.892728805542	25.8312282562256	25.8623065948486	25.9088478088379	25.9427967071533	25.9715843200684	26.0253829956055	25.8551940917969	25.9868507385254	25.8599395751953	25.892728805542	25.9803276062012	26.0873985290527	P19623	P19623	SPEE_HUMAN	SRM	Spermidine synthase
20.9459247589111	20.8950424194336	20.9459247589111	20.9097633361816	20.924337387085	20.8346061706543	20.967191696167	20.7955074310303	20.6627521514893	21.0625	20.9387645721436	20.9601383209229	20.9950714111328	20.988151550293	20.8575687408447	20.7875576019287	P19634	P19634	SL9A1_HUMAN	SLC9A1	Sodium/hydrogen exchanger 1
20.5356407165527	20.2184505462646	20.3645286560059	20.0950679779053	20.4971656799316	20.4169960021973	20.4272632598877	20.5068817138672	20.4873847961426	20.3321056365967	20.4066543579102	20.5914936065674	20.3645286560059	20.6005954742432	20.2534961700439	20.2184505462646	P19634;Q9UBY0	P19634;Q9UBY0	SL9A1_HUMAN;SL9A2_HUMAN	SLC9A1;SLC9A2	Sodium/hydrogen exchanger 1
23.5869197845459	23.6540336608887	23.6208686828613	23.5638370513916	23.5165309906006	23.5403785705566	23.60964012146	23.5044574737549	23.5869197845459	23.6649227142334	23.5403785705566	23.4298191070557	23.4425296783447	23.4922828674316	23.5638370513916	23.5044574737549	P19784	P19784	CSK22_HUMAN	CSNK2A2	Casein kinase II subunit alpha'
20.1456928253174	20.5451011657715	19.611364364624	19.8241672515869	19.4710159301758	19.5114612579346	19.7926197052002	19.7043972015381	18.8876037597656	19.1330642700195	19.8082160949707	19.5877552032471	19.761890411377	19.3638324737549	19.2173328399658	19.255973815918	P19793	P19793	RXRA_HUMAN	RXRA	Retinoic acid receptor RXR-alpha
19.7494640350342	19.7265701293945	19.8966464996338	19.9069766998291	19.2080249786377	19.3986358642578	19.7396183013916	19.6604099273682	19.0309867858887	19.5269927978516	19.3842868804932	19.988151550293	19.9742126464844	19.9459247589111	19.642484664917	19.2325057983398	P19793;P28702	P28702;P48443;P19793	RXRA_HUMAN;RXRB_HUMAN	RXRA;RXRB	Retinoic acid receptor RXR-alpha
23.9846801757813	22.8053817749023	23.7076721191406	23.5165309906006	23.234619140625	23.1900882720947	23.5754241943359	23.3645286560059	23.052583694458	23.0918426513672	23.5403785705566	23.1456928253174	22.7181644439697	23.2820663452148	23.8950424194336	23.4800052642822	P19823	P19823	ITIH2_HUMAN	ITIH2	Inter-alpha-trypsin inhibitor heavy chain H2
17.5982341766357	16.5302925109863	17.1760559082031	17.166446685791	NaN	16.178466796875	17.851957321167	16.7079658508301	15.9175310134888	16.1405010223389	17.7395629882813	17.883264541626	17.1405010223389	17.184196472168	19.6223735809326	16.1423282623291	P19827	P19827	ITIH1_HUMAN	ITIH1	Inter-alpha-trypsin inhibitor heavy chain H1
21.8537654876709	21.9207077026367	21.8801689147949	21.7674922943115	21.8575687408447	21.7512359619141	21.6971035003662	21.5261173248291	21.7715282440186	22.0426006317139	21.9636688232422	21.7223415374756	21.8987369537354	21.988151550293	22.1110801696777	21.8384590148926	P19838	P19838	NFKB1_HUMAN	NFKB1	Nuclear factor NF-kappa-B p105 subunit
19.6160831451416	19.7037372589111	19.8456935882568	20.1332015991211	19.5826892852783	19.5239105224609	19.678466796875	19.7651023864746	19.6996784210205	20.3751754760742	19.6052360534668	19.8352031707764	19.6753253936768	19.0960388183594	19.6709270477295	19.6465091705322	P19971	P19971	TYPH_HUMAN	TYMP	Thymidine phosphorylase
22.7593879699707	22.9079322814941	22.9565982818604	22.5638370513916	22.7593879699707	22.6778812408447	22.6864566802979	22.4551296234131	22.7471446990967	22.8913383483887	22.9459247589111	22.5308856964111	22.8499546051025	22.9369678497314	22.8801689147949	22.4272632598877	P20020	P20020	AT2B1_HUMAN	ATP2B1	Plasma membrane calcium-transporting ATPase 1
22.6800289154053	22.5638370513916	22.3962364196777	22.2707061767578	22.3857440948486	22.3017330169678	22.2989387512207	22.2243499755859	22.5914936065674	22.6518478393555	22.4425296783447	22.3538017272949	22.5213317871094	22.4775371551514	22.4626388549805	22.29052734375	P20020;P23634	P23634;P20020	AT2B1_HUMAN;AT2B4_HUMAN	ATP2B1;ATP2B4	Plasma membrane calcium-transporting ATPase 1
23.3645286560059	23.4676208496094	23.2678527832031	23.1126708984375	23.2961406707764	23.3511066436768	23.3645286560059	23.1565341949463	23.234619140625	23.3238868713379	23.3238868713379	23.1580772399902	23.3238868713379	23.3375606536865	23.310079574585	23.1779766082764	P20020;P23634;Q01814	P23634;P20020;Q16720;Q01814	AT2B1_HUMAN;AT2B2_HUMAN;AT2B4_HUMAN	ATP2B1;ATP2B2;ATP2B4	Plasma membrane calcium-transporting ATPase 1
21.6800289154053	21.9565982818604	21.9846801757813	21.6971035003662	21.4374599456787	21.4323711395264	21.2820663452148	21.2302265167236	21.3375606536865	21.5638370513916	21.5020313262939	21.0224227905273	21.2184505462646	21.2125244140625	21.2360801696777	20.6971035003662	P20020;Q01814	P20020;Q01814	AT2B1_HUMAN;AT2B2_HUMAN	ATP2B1;ATP2B2	Plasma membrane calcium-transporting ATPase 1
25.1094856262207	25.1371173858643	25.1292762756348	25.1642284393311	25.2426357269287	25.1253395080566	25.1680603027344	25.2280254364014	25.2058296203613	25.1983547210693	25.1603870391846	25.2389965057373	25.1718826293945	25.1603870391846	25.1832885742188	25.2426357269287	P20042	P20042	IF2B_HUMAN	EIF2S2	Eukaryotic translation initiation factor 2 subunit 2
24.9583683013916	24.9179801940918	24.9583683013916	24.8904113769531	24.9539356231689	24.9270534515381	24.9494895935059	24.9494895935059	24.9405574798584	24.9450302124023	24.8764266967773	24.904260635376	24.8288097381592	24.9583683013916	24.9225234985352	24.9179801940918	P20073	P20073	ANXA7_HUMAN	ANXA7	Annexin A7
20.5165309906006	20.5544986724854	20.988151550293	21.0492630004883	21.0625	20.9024219512939	21.0291786193848	21.0291786193848	20.8190937042236	21.0821285247803	21.2302265167236	21.1946029663086	20.8268718719482	21.1703548431396	21.2065753936768	21.2184505462646	P20226	P20226	TBP_HUMAN	TBP	TATA-box-binding protein
19.0980186462402	19.1955242156982	19.4893913269043	19.743444442749	18.7446041107178	18.6096076965332	18.941707611084	20.2302265167236	18.6403713226318	19.4084129333496	18.9946136474609	19.9601383209229	17.6633911132813	18.9615058898926	19.2795085906982	20.0950679779053	P20248	P20248	CCNA2_HUMAN	CCNA2	Cyclin-A2
24.3511066436768	24.3578338623047	24.498384475708	24.3375606536865	24.2678527832031	24.289119720459	24.3511066436768	24.3238868713379	24.0772457122803	24.1565341949463	24.246265411377	24.3375606536865	24.2961406707764	24.2534961700439	24.3975429534912	24.289119720459	P20290	P20290	BTF3_HUMAN	BTF3	Transcription factor BTF3
22.2763977050781	22.3348369598389	22.4551296234131	22.3457050323486	22.4221382141113	22.3538017272949	22.3910007476807	22.4247035980225	22.2621269226074	22.4501037597656	22.3804702758789	22.3266315460205	22.3457050323486	22.3857440948486	22.2272911071777	22.1915950775146	P20336	P20336	RAB3A_HUMAN	RAB3A	Ras-related protein Rab-3A
21.8268718719482	21.8801689147949	21.5403785705566	22.1078910827637	21.988151550293	21.7674922943115	21.8499546051025	22.2360801696777	21.9097633361816	21.8307437896729	21.7389240264893	22.2214031219482	22.1046962738037	21.9742126464844	21.924337387085	22.2125244140625	P20337	P20337	RAB3B_HUMAN	RAB3B	Ras-related protein Rab-3B
22.2735538482666	22.2961406707764	22.2506084442139	22.2214031219482	22.2678527832031	22.4323711395264	22.3725204467773	22.3698616027832	22.1611557006836	22.3698616027832	22.3484077453613	22.3073024749756	22.3211345672607	22.2933368682861	22.3128528594971	22.5068817138672	P20338	P20338	RAB4A_HUMAN	RAB4A	Ras-related protein Rab-4A
23.0674324035645	22.7368602752686	22.6562194824219	22.8307437896729	22.6028614044189	22.92795753479	22.865140914917	22.8403816223145	22.5615081787109	22.8764266967773	22.6562194824219	22.6864566802979	22.5983257293701	22.5684833526611	22.5237274169922	22.6907253265381	P20338;P61018	P20338;P61018	RAB4A_HUMAN;RAB4B_HUMAN	RAB4A;RAB4B	Ras-related protein Rab-4A
23.7181644439697	23.4800052642822	23.0902290344238	23.5638370513916	23.2961406707764	23.3511066436768	23.3375606536865	22.9512710571289	23.2520523071289	23.5403785705566	23.4800052642822	23.3645286560059	23.5285034179688	23.4298191070557	23.632007598877	23.4040565490723	P20339	P20339	RAB5A_HUMAN	RAB5A	Ras-related protein Rab-5A
25.8857650756836	25.5314807891846	26.2408180236816	25.892728805542	25.7945156097412	25.8166542053223	25.7920341491699	25.836051940918	25.7720317840576	25.9517154693604	25.8504314422607	25.9781475067139	25.632007598877	26.0169086456299	25.8646697998047	25.9225234985352	P20339;P51148;P61020	P20339;P61020;P51148	RAB5A_HUMAN;RAB5B_HUMAN;RAB5C_HUMAN	RAB5A;RAB5B;RAB5C	Ras-related protein Rab-5A
24.2961406707764	24.2820663452148	24.310079574585	24.2316913604736	24.3975429534912	24.4738273620605	24.384428024292	24.289119720459	24.4298191070557	24.448844909668	24.3645286560059	24.3307399749756	24.3711910247803	24.3443508148193	24.3910007476807	24.2243499755859	P20340	P20340	RAB6A_HUMAN	RAB6A	Ras-related protein Rab-6A
24.246265411377	24.2606925964355	24.2606925964355	24.1642284393311	24.289119720459	24.3711910247803	24.2534961700439	24.1946029663086	24.310079574585	24.2678527832031	24.1946029663086	24.187068939209	24.310079574585	24.289119720459	24.1946029663086	24.1642284393311	P20340;Q9NRW1	Q9NRW1;P20340	RAB6A_HUMAN;RAB6B_HUMAN	RAB6A;RAB6B	Ras-related protein Rab-6A
25.8384590148926	25.8834362030029	25.8504314422607	25.7440662384033	25.8646697998047	25.9111366271973	25.8693828582764	25.7720317840576	25.8190937042236	25.8288097381592	25.7895488739014	25.7820682525635	25.8717346191406	25.8551940917969	25.8043975830078	25.720775604248	P20618	P20618	PSB1_HUMAN	PSMB1	Proteasome subunit beta type-1
22.0592021942139	22.1976051330566	22.2154903411865	22.2820663452148	22.203592300415	22.2707061767578	22.3402805328369	22.3778247833252	22.2448139190674	22.3266315460205	22.3538017272949	22.3538017272949	22.176456451416	22.3293724060059	22.3156185150146	22.4701061248779	P20645	P20645	MPRD_HUMAN	M6PR	Cation-dependent mannose-6-phosphate receptor
26.0083847045898	25.9179801940918	26.1312408447266	25.9247894287109	25.9225234985352	25.7945156097412	25.836051940918	25.9405574798584	25.931568145752	25.6757297515869	25.6676330566406	25.9998092651367	25.9539356231689	25.892728805542	25.6730346679688	25.8973522186279	P20674	P20674	COX5A_HUMAN	COX5A	Cytochrome c oxidase subunit 5A, mitochondrial
26.4999046325684	26.4441108703613	26.3204460144043	26.6039943695068	26.2206649780273	26.3135433197021	26.0690727233887	26.339262008667	26.4202117919922	26.1292762756348	26.4598274230957	26.3778247833252	26.3645286560059	26.2731990814209	26.2280254364014	26.3273162841797	P20700	P20700	LMNB1_HUMAN	LMNB1	Lamin-B1
19.5370483398438	19.6480083465576	19.5466938018799	20.1946029663086	20.1078910827637	20.9601383209229	20.4272632598877	20.1946029663086	19.5240955352783	20.0821285247803	20.8876247406006	20.4775371551514	20.5638370513916	20.1580772399902	20.9097633361816	19.5383453369141	P20700;Q03252	P20700;Q03252	LMNB1_HUMAN;LMNB2_HUMAN	LMNB1;LMNB2	Lamin-B1
21.0821285247803	20.8950424194336	20.924337387085	21.2933368682861	21.4014549255371	20.5451011657715	20.8423004150391	21.2820663452148	19.7741737365723	NaN	21.4014549255371	21.6186294555664	21.8537654876709	21.559175491333	20.1580772399902	NaN	P20711	P20711	DDC_HUMAN	DDC	Aromatic-L-amino-acid decarboxylase
22.2820663452148	20.6540336608887	21.7223415374756	21.4775371551514	21.4272632598877	20.8575687408447	21.9423484802246	22.1332015991211	21.7139778137207	21.2649917602539	21.924337387085	21.8423004150391	21.1518993377686	21.4676208496094	22.2184505462646	21.5869197845459	P20742	P20742	PZP_HUMAN	PZP	Pregnancy zone protein
22.6992225646973	22.6864566802979	22.6949806213379	22.5117149353027	22.761417388916	22.7715282440186	22.7450923919678	22.5451011657715	22.7034549713135	22.6714172363281	22.6757297515869	22.566162109375	22.7654705047607	22.6949806213379	22.7875576019287	22.6208686828613	P20810	P20810	ICAL_HUMAN	CAST	Calpastatin
22.6992225646973	22.7389240264893	22.7409839630127	22.8365345001221	22.6496562957764	22.6562194824219	22.7955074310303	22.915246963501	22.5892086029053	22.7915382385254	22.7013397216797	22.8820362091064	22.6430625915527	22.6928539276123	22.8229885101318	22.9060974121094	P20839	P20839	IMDH1_HUMAN	IMPDH1	Inosine-5'-monophosphate dehydrogenase 1
NaN	NaN	NaN	NaN	NaN	21.0821285247803	NaN	NaN	21.2065753936768	21.2302265167236	NaN	NaN	NaN	19.9459247589111	NaN	NaN	P20930	P20930	FILA_HUMAN	FLG	Filaggrin
22.6051254272461	22.7285823822021	22.3156185150146	22.4221382141113	22.730655670166	22.3457050323486	22.7265033721924	22.5189342498779	22.6928539276123	22.5914936065674	22.6005954742432	22.5869197845459	22.7553176879883	22.6518478393555	22.730655670166	22.5869197845459	P20933	P20933	ASPG_HUMAN	AGA	N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase
22.1046962738037	21.9846801757813	22.0325469970703	22.0982837677002	22.1300621032715	21.8950424194336	22.0359058380127	22.0392570495605	22.0592021942139	22.1518993377686	22.1046962738037	22.1206016540527	22.2154903411865	22.2154903411865	22.176456451416	22.0190315246582	P20936	P20936	RASA1_HUMAN	RASA1	Ras GTPase-activating protein 1
26.9202537536621	26.9202537536621	26.9976577758789	26.6180686950684	26.9649925231934	27.0813159942627	26.9976577758789	26.7517471313477	27.0296001434326	26.8857650756836	26.9649925231934	26.7517471313477	26.9976577758789	27.0190315246582	27.0608520507813	26.8504314422607	P20962	P20962	PTMS_HUMAN	PTMS	Parathymosin
23.0950679779053	23.1794967651367	23.052583694458	23.0019588470459	23.0821285247803	23.01051902771	23.1190204620361	23.1221828460693	23.0392570495605	23.0837516784668	23.1378993988037	23.0837516784668	23.0837516784668	23.1078910827637	23.139461517334	23.1703548431396	P21127	Q9UQ88;P21127	CD11B_HUMAN	CDK11B	Cyclin-dependent kinase 11B
24.4738273620605	24.4425296783447	24.4861583709717	24.3975429534912	24.6039943695068	24.5754241943359	24.5869197845459	24.5105075836182	24.5754241943359	24.581184387207	24.5044574737549	24.4861583709717	24.5754241943359	24.5696430206299	24.60964012146	24.5696430206299	P21266	P21266	GSTM3_HUMAN	GSTM3	Glutathione S-transferase Mu 3
23.6649227142334	23.7389240264893	23.7076721191406	23.7389240264893	23.7593879699707	23.7593879699707	23.8288097381592	23.8288097381592	23.8093128204346	23.7895488739014	23.8190937042236	23.8288097381592	23.7994651794434	23.8093128204346	23.8480453491211	23.8288097381592	P21281	P21281	VATB2_HUMAN	ATP6V1B2	V-type proton ATPase subunit B, brain isoform
22.9759635925293	23.0575504302979	23.0207271575928	23.0342273712158	22.9405574798584	22.8968906402588	23.0950679779053	23.1626930236816	23.0156326293945	23.0139312744141	23.0325469970703	23.1014938354492	23.0019588470459	23.0088119506836	23.0918426513672	23.1410217285156	P21283	P21283	VATC1_HUMAN	ATP6V1C1	V-type proton ATPase subunit C 1
23.1626930236816	23.3238868713379	23.3238868713379	23.01051902771	23.0853748321533	23.3645286560059	23.2678527832031	23.2820663452148	23.1794967651367	23.310079574585	23.3238868713379	23.2228775024414	23.0359058380127	23.2020969390869	23.2375392913818	23.1885795593262	P21291	P21291	CSRP1_HUMAN	CSRP1	Cysteine and glycine-rich protein 1
24.6039943695068	24.7129287719727	24.6971035003662	24.5638370513916	24.6375465393066	24.6811027526855	24.6811027526855	24.4800052642822	24.6594886779785	24.6971035003662	24.6971035003662	24.498384475708	24.6039943695068	24.6757297515869	24.6649227142334	24.5044574737549	P21333	P21333	FLNA_HUMAN	FLNA	Filamin-A
21.1885795593262	21.0886116027832	21.0558967590332	21.1078910827637	20.9811992645264	20.8950424194336	21.0821285247803	21.1078910827637	20.8726749420166	21.1078910827637	21.0088119506836	21.1642284393311	21.1518993377686	21.1518993377686	21.1946029663086	21.0492630004883	P21359	P21359	NF1_HUMAN	NF1	Neurofibromin
25.5609245300293	25.5462779998779	25.4738273620605	25.4330081939697	25.6152648925781	25.612455368042	25.5344524383545	25.5105075836182	25.6567649841309	25.4892234802246	25.4425296783447	25.4105396270752	25.5225296020508	25.4922828674316	25.5014247894287	25.5165309906006	P21397	P21397	AOFA_HUMAN	MAOA	Amine oxidase [flavin-containing] A
NaN	NaN	NaN	NaN	NaN	25.2316913604736	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	P21397;P27338	P27338;P21397	AOFA_HUMAN;AOFB_HUMAN	MAOA;MAOB	Amine oxidase [flavin-containing] A
23.1456928253174	23.1206016540527	23.1316337585449	23.1425800323486	23.2199268341064	23.1611557006836	23.1688270568848	23.2419090270996	23.2125244140625	23.2050838470459	23.1718826293945	23.2506084442139	23.3511066436768	23.2419090270996	23.2477149963379	23.2961406707764	P21399	P21399	ACOHC_HUMAN	ACO1	Cytoplasmic aconitate hydratase
18.3461456298828	18.4380531311035	17.0184726715088	18.3100185394287	17.7047958374023	17.1575050354004	18.1275615692139	18.3309917449951	18.0458507537842	17.9066562652588	17.0857105255127	18.1636295318604	18.2274837493896	18.1092700958252	18.2071189880371	17.9098110198975	P21675	P21675	TAF1_HUMAN	TAF1	Transcription initiation factor TFIID subunit 1
19.4892063140869	19.1464614868164	18.3332462310791	18.7967052459717	18.1283664703369	17.4495429992676	17.9069499969482	18.6228160858154	18.4855079650879	19.7574005126953	18.9212226867676	18.7278614044189	19.2081680297852	18.3603591918945	19.0399494171143	17.7522506713867	P21709	P21709	EPHA1_HUMAN	EPHA1	Ephrin type-A receptor 1
17.7814178466797	16.9134979248047	16.4509220123291	NaN	15.5555324554443	19.6270980834961	18.3436794281006	16.1934814453125	NaN	NaN	17.3239879608154	NaN	NaN	NaN	16.5599327087402	NaN	P21741	P21741	MK_HUMAN	MDK	Midkine
27.0914402008057	27.0505104064941	26.9427967071533	26.9976577758789	27.0190315246582	27.0711193084717	26.9976577758789	27.0190315246582	27.1213932037354	26.931568145752	27.0400924682617	27.0083847045898	27.0296001434326	27.0190315246582	26.9976577758789	27.0505104064941	P21796	P21796	VDAC1_HUMAN	VDAC1	Voltage-dependent anion-selective channel protein 1
19.0434246063232	18.6857166290283	18.6096878051758	18.9565486907959	17.8250465393066	17.6224384307861	18.0508365631104	17.4879035949707	17.4925174713135	17.5788745880127	18.2149829864502	18.5210857391357	18.2373962402344	18.4723300933838	16.2367210388184	14.6030120849609	P21860	P21860	ERBB3_HUMAN	ERBB3	Receptor tyrosine-protein kinase erbB-3
23.6864566802979	23.5521545410156	23.6757297515869	23.6430625915527	23.8384590148926	23.6757297515869	23.6649227142334	23.7285823822021	23.8480453491211	23.7389240264893	23.6757297515869	23.7593879699707	23.8670291900635	23.6971035003662	23.7076721191406	23.7285823822021	P21912	P21912	SDHB_HUMAN	SDHB	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial
24.498384475708	24.498384475708	24.6485595703125	24.461389541626	24.5285034179688	24.5638370513916	24.6594886779785	24.4040565490723	24.2961406707764	24.461389541626	24.6039943695068	24.3910007476807	24.5638370513916	24.5225296020508	24.5044574737549	24.2606925964355	P21926	P21926	CD9_HUMAN	CD9	CD9 antigen
21.2184505462646	20.967191696167	21.1946029663086	21.0156326293945	21.1142616271973	20.6005954742432	21.1580772399902	21.2763977050781	21.2820663452148	21.2302265167236	21.2477149963379	21.0821285247803	21.287712097168	21.0291786193848	21.2184505462646	20.5261173248291	P21953	P21953	ODBB_HUMAN	BCKDHB	2-oxoisovalerate dehydrogenase subunit beta, mitochondrial
